cust_id,gender,age_group,age,nationality,segment,duration,city,district,owns_house,owns_car,marital_status,no_of_kids,profession,profession_subclass,uses_branch,uses_CDM,uses_credit_card,uses_debit_card,uses_ATM,uses_mobile_and_online_banking,income,credit_score,no_of_branch_txn,no_of_cdm_txn,no_of_atm_txn,no_of_cc_txn,no_of_dc_txn,no_of_online_txn,max_txn_cat1,max_txn_cat2,max_txn_cat3,no_of_txn_cat1,no_of_txn_cat2,no_of_txn_cat3,amt_spent_cat1,amt_spent_cat2,amt_spent_cat3,total_no_of_txn,amt_in_sav_acc,max_amt_in_sav_acc,amt_in_curr_acc,max_amt_in_curr_acc,no_of_debits_sav_acc,no_of_debits_curr_acc,no_of_yearly_txn,credit_cards,loans,insurance,accounts_and_deposits
C12662,Male,>60,68,Ugandan,Silver,10,Gulu,Gulu,0,0,Divorced,0,Lawyer,Private Practice,0,0,0,1,1,0,1022863,574,3,3,21,2,24,1,Travel,Groceries,Entertainment,21,12,12,64286,32164,27846,54,131012,150380,90450,269906,8,15,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'retirement insurance']","['savings account', 'fixed deposit']"
C12663,Female,>60,60,Ugandan,Silver,0,Hoima,Hoima,0,0,Widowed,3,Lawyer,Judge,0,0,0,1,1,0,2176543,822,1,3,9,2,15,1,Utilities,Hobby,Entertainment,18,18,6,69653,63611,44906,31,266698,338647,201873,501899,8,12,2,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['home loan'],"['medical insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C12664,Male,>60,82,Ugandan,Silver,10,Masaka,Masaka,0,0,Married,3,Lawyer,Magistrate Grade,0,0,0,0,1,0,1435969,846,3,1,24,3,1,1,Entertainment,Travel,Dining,24,9,6,76135,66113,34655,33,278566,349588,822507,902606,6,14,2,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance']"
C12665,Male,40-49,46,Ugandan,Silver,5,Lugazi,Buikwe,0,0,Married,2,Lawyer,Corporate,0,0,0,1,1,1,1894347,575,1,2,30,2,15,24,Domestic Airlines,Travel,Bills,15,9,9,57088,41039,23212,74,232327,394703,463169,652255,10,14,7,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['car loan', 'home loan', 'furniture loan']","['travel insurance', 'health insurance']","['term account', 'securities account']"
C12666,Male,>60,67,Ugandan,Silver,10,Njeru,Buikwe,1,0,Married,3,Lawyer,Judge,0,0,0,0,1,0,2852378,708,3,1,30,2,2,2,Hobby,Groceries,Bills,27,18,6,66994,58142,28786,40,398094,422310,299183,551299,8,16,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']",['health loan'],"['medical insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C12667,Female,30-39,37,Ugandan,Silver,2,Masindi,Masindi,1,0,Married,0,Lawyer,Advocate of High Court,0,0,1,0,1,1,1572416,579,1,2,12,9,3,27,Home,Dining,Bills,15,15,15,91914,59710,54853,54,147756,227638,325310,729145,10,15,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['construction loan', 'home loan']",['device cover insurance'],"['savings account', 'fixed deposit']"
C12668,Female,40-49,45,Ugandan,Silver,9,Lira,Lira,0,1,Married,2,Lawyer,Advocate of High Court,0,0,1,1,0,0,1146447,736,1,1,3,9,21,1,Dining,Domestic Airlines,Groceries,18,18,6,74634,68620,38333,36,304114,452007,775042,893300,6,12,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card']","['car loan', 'home loan', 'furniture loan']",['health insurance'],"['term account', 'securities account']"
C12669,Male,20-29,26,Ugandan,Silver,13,Ssabagabo,Wakiso,0,1,Married,0,Lawyer,Clerkship,1,0,1,1,1,0,821034,715,18,3,9,24,27,3,Dining,Domestic Airlines,Groceries,24,21,9,55158,51496,24196,84,183712,357536,366649,999920,6,23,8,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['home loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account']"
C12670,Male,50-59,56,Ugandan,Private,9,Kira Town,Wakiso,1,0,Divorced,3,Lawyer,Magistrate Grade,1,0,1,1,1,0,321045,720,45,2,27,15,36,3,Golf,Hobby,Gym,42,30,27,727421,301719,69961,128,868434,1406063,1061708,1405830,9,18,13,"['Walmart BankBuddy Signature', 'Corporate Premium Credit Card', 'Superia Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium', 'All Miles Credit Card']","['home loan', 'car loan']","['travel insurance', 'medical insurance', 'health insurance']","['fixed deposit', 'securities account']"
C12671,Male,30-39,30,Ugandan,Gold,5,Mubende,Mubende,1,0,Single,1,Lawyer,Advocate of High Court,0,0,1,0,1,0,2761958,826,3,2,15,15,3,1,Utilities,Home,Golf,30,9,6,527887,484338,285897,39,1469021,1486559,188763,626421,9,15,3,"['Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Uber BankBuddy Credit Card']","['furniture loan', 'car loan']","['device cover insurance', 'health insurance']","['savings account', 'fixed deposit']"
C12672,Male,50-59,57,Ugandan,Silver,9,Jinja,Jinja,0,0,Widowed,2,Lawyer,Corporate,0,1,0,1,1,1,1704431,680,1,24,24,1,30,12,Bills,Groceries,Hobby,24,18,15,98618,61237,58318,92,348273,359768,767431,931964,10,12,10,"['MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['car loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['savings account', 'fixed deposit']"
C12673,Male,40-49,40,Ugandan,Silver,9,Kira Town,Wakiso,1,0,Single,1,Lawyer,Corporate,0,0,0,0,1,0,1143028,830,3,1,21,3,2,1,Golf,Bills,Entertainment,18,18,6,94298,56286,35161,31,242934,440105,711092,742918,6,16,2,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']",['health insurance'],['salary account']
C12674,Male,40-49,47,Ugandan,Silver,9,Masindi,Masindi,1,1,Divorced,0,Lawyer,Self Employed,0,0,1,1,1,1,1256777,747,2,3,9,12,21,15,Dining,Groceries,Hobby,30,12,9,89841,77443,77246,62,231302,322653,500006,856561,7,11,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']",['medical insurance'],"['salary account', 'term account', 'securities account']"
C12675,Male,30-39,35,Ugandan,Gold,5,Lugazi,Buikwe,1,1,Married,3,Lawyer,Internship Legal Officer,0,0,1,0,1,0,1539682,769,2,1,21,27,2,2,Golf,Travel,Groceries,30,12,6,506646,496290,234966,55,347952,1397182,1079895,1159262,9,19,5,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['home loan', 'car loan']","['device cover insurance', 'maternity insurance']","['savings account', 'salary account', 'securities account']"
C12676,Male,50-59,50,Ugandan,Wealth,9,Njeru,Buikwe,1,0,Divorced,3,Lawyer,Public Service,0,0,0,1,1,0,4807565,802,3,3,21,1,12,1,Entertainment,Utilities,Airlines,15,9,6,962792,234551,139352,41,974186,1461649,1290278,1305826,9,17,3,"['Diners Club Black Credit Card', 'Diners Club Rewardz Credit Card', 'Diners ClubMiles Credit Card', 'Diners Club Premium Credit Card']",['health loan'],"['travel insurance', 'health insurance']","['savings account', 'term account', 'fixed deposit']"
C12677,Female,50-59,56,Ugandan,Silver,9,Lugazi,Buikwe,0,0,Divorced,1,Lawyer,Partner,0,1,1,1,1,0,2891613,713,3,21,12,12,27,1,Domestic Airlines,Bills,Hobby,27,12,6,60864,41054,40090,76,221365,407577,695089,954416,7,20,8,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'car loan', 'health loan']","['medical insurance', 'senior health insurance', 'health insurance']","['savings account', 'term account', 'fixed deposit']"
C12678,Female,50-59,57,Ugandan,Silver,2,Masaka,Masaka,0,1,Divorced,3,Lawyer,Corporate,0,0,0,0,1,0,1844181,680,3,2,15,1,2,3,Entertainment,Travel,Hobby,15,15,15,89236,75444,46631,26,410100,459601,340018,666286,5,19,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['travel insurance', 'health insurance']","['term account', 'fixed deposit', 'securities account']"
C12679,Male,>60,84,Ugandan,Gold,3,Njeru,Buikwe,0,0,Widowed,0,Lawyer,Senior Legal Advisor,1,1,1,0,1,0,1927825,845,27,12,30,18,1,3,Hobby,Home,International Airlines,18,15,6,561317,347123,182489,91,1028024,1243932,393133,1331136,7,10,9,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Select Titanium', 'Emirates BankBuddy Bank Platinum', 'Costco BankBuddy Credit Card']",['health loan'],['medical insurance'],"['savings account', 'fixed deposit']"
C12680,Male,40-49,42,Ugandan,Wealth,10,Ssabagabo,Wakiso,0,0,Single,2,Lawyer,Public Service,0,1,1,1,0,0,3519582,643,1,12,3,24,24,2,International Airlines,Travel,Entertainment,27,24,21,991082,67564,66357,66,185498,393525,521507,1321740,5,10,6,"['Diners Club Rewardz Credit Card', 'Diners ClubMiles Credit Card']","['furniture loan', 'health loan']","['travel insurance', 'medical insurance']","['salary account', 'fixed deposit', 'securities account']"
C12681,Male,40-49,44,Ugandan,Silver,14,Lugazi,Buikwe,0,0,Married,0,Lawyer,Corporate,0,0,1,1,1,0,2120259,533,1,2,18,9,18,1,Hobby,Home,Domestic Airlines,18,18,6,60955,40940,35860,49,124786,297004,711227,761931,5,20,5,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['car loan', 'furniture loan']","['medical insurance', 'travel insurance']","['savings account', 'salary account']"
C12682,Male,40-49,44,Ugandan,Private,14,Mbale,Mbale,0,0,Single,0,Lawyer,Private Practice,1,0,0,0,1,0,1772329,779,18,3,15,3,3,3,Golf,Home,Travel,33,24,9,815956,665581,313346,45,143037,1064696,1268359,1368845,9,16,3,"['Infinite Credit Card', 'Corporate Premium Credit Card', 'Walmart BankBuddy Signature', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'All Miles Credit Card']",['home loan'],"['medical insurance', 'health insurance']","['savings account', 'term account', 'fixed deposit']"
C12683,Female,>60,73,Ugandan,Silver,10,Nansana,Wakiso,1,1,Widowed,3,Lawyer,Private Practice,0,0,1,1,1,0,2369059,715,1,3,18,9,27,3,Hobby,Home,Groceries,21,12,12,52730,47874,25219,61,411972,485306,403548,562230,8,10,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card']",['health loan'],['medical insurance'],"['no minimum balance', 'fixed deposit']"
C12684,Male,20-29,20,Ugandan,Silver,7,Jinja,Jinja,0,0,Single,0,Lawyer,Internship Legal Officer,0,0,1,1,0,0,2249138,535,2,1,2,18,12,2,Domestic Airlines,Dining,Gym,27,15,6,77308,54403,24164,37,250023,291483,227156,754323,7,16,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['car loan', 'home loan', 'furniture loan']","['device cover insurance', 'maternity insurance']","['savings account', 'salary account']"
C12685,Male,>60,65,Ugandan,Silver,5,Gulu,Gulu,0,1,Divorced,2,Lawyer,Junior Partner,0,0,0,0,0,0,2132934,797,3,2,3,2,2,1,Domestic Airlines,Travel,Home,15,9,9,89104,51779,40359,13,157636,166341,91790,599329,7,19,0,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['no minimum balance', 'fixed deposit']"
C12686,Female,20-29,20,Ugandan,Silver,10,Kira Town,Wakiso,1,0,Married,0,Lawyer,Law Student,1,1,1,1,1,0,1188261,635,15,21,18,9,30,3,Gym,Travel,Dining,15,9,6,95064,88768,82287,96,110108,385999,290779,452026,3,13,10,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']",['education loan'],['travel insurance'],"['salary account', 'securities account']"
C12687,Male,50-59,56,Ugandan,Silver,14,Mbarara,Mbarara,0,0,Widowed,0,Lawyer,Judge,0,0,0,1,0,0,2602459,757,2,3,3,3,21,3,Utilities,Home,Travel,15,9,9,99637,77046,67067,35,72857,384209,241829,616351,6,20,2,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['car loan', 'health loan']","['travel insurance', 'health insurance']","['savings account', 'fixed deposit']"
C12688,Male,>60,75,Ugandan,Gold,10,Ssabagabo,Wakiso,0,1,Divorced,0,Lawyer,Magistrate Grade,0,0,0,1,1,0,3956536,671,3,1,30,1,30,3,Airlines,Uber,Groceries,24,18,12,467245,363891,352659,68,1079435,1248768,563134,1319777,8,15,6,"['Emirates BankBuddy Bank Select Titanium', 'Emirates BankBuddy Bank Platinum', 'Costco BankBuddy Credit Card', 'Uber BankBuddy Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['no minimum balance', 'fixed deposit', 'securities account']"
C12689,Male,>60,68,Ugandan,Silver,9,Njeru,Buikwe,0,1,Divorced,1,Lawyer,Judge,0,0,0,1,0,0,2583405,557,2,2,2,3,21,1,Bills,Golf,Entertainment,18,15,6,74226,55737,37084,31,195511,342607,299508,759728,5,19,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']",['health loan'],"['medical insurance', 'retirement insurance']","['savings account', 'fixed deposit']"
C12690,Male,>60,79,Ugandan,Gold,9,Jinja,Jinja,0,1,Widowed,3,Lawyer,Corporate,1,0,0,0,1,0,3097529,656,30,3,30,3,1,3,Dining,Utilities,Bills,15,15,15,126520,84287,39346,70,1406890,1417613,1090964,1357541,9,13,6,"['Emirates BankBuddy Bank Select Titanium', 'Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card']",['health loan'],['medical insurance'],"['savings account', 'no minimum balance', 'fixed deposit']"
C12691,Female,>60,64,Ugandan,Silver,11,Jinja,Jinja,0,0,Widowed,3,Lawyer,Partner,0,0,0,0,0,0,1333075,825,2,3,1,2,2,1,Utilities,Travel,Golf,24,24,24,95961,41865,30080,11,167928,327061,91523,895621,9,17,0,"['MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']",['health loan'],"['senior health insurance', 'retirement insurance']","['savings account', 'fixed deposit']"
C12692,Female,40-49,48,Ugandan,Silver,1,Masaka,Masaka,0,1,Married,3,Lawyer,Corporate,0,0,0,0,0,0,1514925,529,3,2,1,2,1,3,Bills,Entertainment,Travel,21,15,6,81716,52680,26422,12,279139,370730,963652,980876,6,10,0,"['Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['medical insurance', 'travel insurance']","['savings account', 'securities account']"
C12693,Female,>60,87,Ugandan,Silver,11,Gulu,Gulu,1,1,Widowed,1,Lawyer,Junior Partner,0,0,0,1,0,0,1176535,750,1,2,2,1,9,1,Dining,Entertainment,Golf,21,21,18,66819,51294,28752,16,347258,394373,507207,883275,9,16,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['no minimum balance', 'fixed deposit']"
C12694,Male,>60,72,Ugandan,Silver,10,Njeru,Buikwe,1,0,Widowed,3,Lawyer,Private Practice,1,0,1,1,1,0,1612414,597,9,1,30,15,30,1,Dining,Bills,Entertainment,27,24,18,55017,32262,26264,86,375398,450145,464898,673179,6,16,9,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'retirement insurance']",['savings account']
C12695,Male,50-59,50,Ugandan,Silver,10,Jinja,Jinja,1,1,Divorced,0,Lawyer,C-Level Executive,0,0,0,1,0,0,2239393,612,2,3,1,1,24,2,Home,Travel,Golf,24,15,9,76227,66642,59024,33,308413,346561,745173,789731,9,11,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['car loan', 'health loan']","['travel insurance', 'health insurance']","['savings account', 'fixed deposit']"
C12696,Male,>60,78,Ugandan,Silver,9,Mityana,Mityana,1,0,Widowed,2,Lawyer,Junior Partner,1,0,1,1,1,0,2068082,628,27,3,24,9,18,1,Golf,Domestic Airlines,Dining,24,24,21,61862,40335,23136,82,473195,497480,258006,938655,10,15,8,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['senior health insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C12697,Male,20-29,29,Ugandan,Silver,10,Mbarara,Mbarara,1,1,Married,2,Lawyer,Law Student,0,0,1,1,1,0,654536,605,1,1,12,30,27,3,Domestic Airlines,Dining,Fuel,18,18,12,54414,31517,22545,74,99015,212233,669771,675488,6,17,7,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'education loan']","['education insurance', 'maternity insurance']","['salary account', 'securities account']"
C12698,Male,30-39,36,Ugandan,Private,5,Kampala,Kampala,0,1,Married,0,Lawyer,Clerkship,1,0,0,1,1,0,730029,842,24,3,24,3,27,2,Golf,Travel,Airlines,30,27,12,726719,462213,385371,83,1394693,1402482,422706,1299126,9,13,8,"['Infinite Credit Card', 'Superia Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium', 'Diners Club Premium Credit Card']","['construction loan', 'car loan']","['travel insurance', 'device cover insurance']","['savings account', 'securities account']"
C12699,Male,>60,87,Ugandan,Gold,10,Kampala,Kampala,0,1,Widowed,2,Lawyer,Senior Legal Advisor,0,0,0,0,1,0,4454028,817,3,3,15,2,1,2,Bills,Airlines,Travel,15,12,12,263879,210642,110037,26,403877,1165471,481230,1022828,8,19,1,"['Emirates BankBuddy Bank Platinum', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card']",['health loan'],['medical insurance'],"['savings account', 'securities account']"
C12700,Female,50-59,57,Ugandan,Silver,10,Gulu,Gulu,1,1,Widowed,0,Lawyer,Public Service,1,0,0,1,1,0,2945291,850,24,2,18,1,27,2,Bills,Golf,Domestic Airlines,18,12,12,56673,51515,45108,74,119925,220832,460210,921760,7,18,7,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card']","['car loan', 'health loan']","['travel insurance', 'retirement insurance', 'health insurance']","['salary account', 'fixed deposit']"
C12701,Male,30-39,38,Ugandan,Gold,10,Kasese,Kasese,0,0,Married,3,Lawyer,Clerkship,0,0,0,1,1,0,3397445,790,3,2,12,3,30,1,Uber,Airlines,Golf,30,18,12,517299,132461,28891,51,1160828,1473748,1423773,1453929,6,20,4,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Uber BankBuddy Credit Card']","['construction loan', 'home loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'term account', 'salary account']"
C12702,Female,>60,61,Ugandan,Silver,10,Kampala,Kampala,0,0,Widowed,3,Lawyer,Magistrate Grade,0,0,1,1,1,0,1130191,758,1,1,15,9,18,3,Bills,Golf,Groceries,24,15,6,66219,60908,59229,47,403737,470845,148875,341089,10,11,4,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C12703,Male,50-59,59,Ugandan,Silver,0,Kira Town,Wakiso,0,1,Widowed,3,Lawyer,C-Level Executive,0,0,1,0,0,0,2141271,689,2,1,2,27,1,1,Groceries,Dining,Hobby,18,18,18,64634,32629,25623,34,103017,232643,937192,937489,6,11,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'car loan', 'health loan']","['travel insurance', 'health insurance']","['salary account', 'savings account', 'term account']"
C12704,Male,40-49,40,Ugandan,Private,10,Jinja,Jinja,1,1,Married,0,Lawyer,Private Practice,0,0,0,1,1,0,410157,933,3,2,21,3,42,1,Gym,Airlines,Lifestyle,30,24,12,233371,42207,28907,72,582821,1255023,1398618,1418104,8,17,7,"['Walmart BankBuddy Signature', 'Visa Signature Credit Card', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']",['medical insurance'],"['savings account', 'fixed deposit', 'securities account']"
C12705,Female,50-59,53,Ugandan,Silver,1,Hoima,Hoima,1,1,Divorced,3,Lawyer,Corporate,0,0,1,1,1,0,2747075,721,2,2,27,18,21,3,Travel,Entertainment,Groceries,30,18,6,83402,72337,52400,73,483549,495613,692762,887545,9,11,7,"['MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance', 'travel insurance']","['savings account', 'salary account', 'securities account']"
C12706,Male,30-39,37,Ugandan,Silver,0,Lugazi,Buikwe,1,0,Married,2,Lawyer,Internship Legal Officer,0,0,0,0,1,0,2003205,715,2,3,27,1,1,1,Entertainment,Utilities,Golf,21,18,6,57722,43140,24883,35,168843,175702,764224,935752,9,20,3,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['home loan', 'car loan']",['device cover insurance'],"['savings account', 'salary account']"
C12707,Male,20-29,29,Ugandan,Silver,0,Lugazi,Buikwe,1,1,Married,0,Lawyer,Internship Legal Officer,0,0,1,1,1,0,1545452,733,2,1,9,15,9,3,Ecommerce,Gym,Train,21,15,9,85537,53070,33434,39,297785,370879,468305,922022,6,18,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['education loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account', 'securities account']"
C12708,Female,20-29,28,Ugandan,Silver,3,Jinja,Jinja,0,1,Single,1,Lawyer,Internship Legal Officer,0,0,1,0,0,0,313414,675,3,2,3,24,3,1,Gym,Dining,Bills,21,9,9,70716,44858,44381,36,56807,277664,752217,989640,6,16,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['car loan', 'education loan', 'furniture loan']",['travel insurance'],"['savings account', 'term account', 'securities account']"
C12709,Female,30-39,30,Ugandan,Gold,9,Mukono Town,Mukono,0,1,Married,2,Lawyer,Clerkship,0,0,1,1,1,0,3737473,797,1,3,18,15,24,2,Hobby,Entertainment,Dining,30,12,12,193408,123486,97348,63,526632,1016131,490104,924189,8,10,6,"['SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Walmart BankBuddy Signature', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['construction loan', 'car loan']","['travel insurance', 'maternity insurance']","['salary account', 'securities account']"
C12710,Male,>60,79,Ugandan,Wealth,2,Kira Town,Wakiso,1,0,Divorced,1,Lawyer,Junior Partner,0,0,0,1,0,0,4975336,915,3,3,1,3,12,2,Utilities,Home,Dining,18,15,12,801103,324006,58983,24,1391138,1423933,728498,983046,6,20,1,"['Diners Club Privilege Credit Card', 'Superia Credit Card', 'Diners ClubMiles Credit Card', 'Diners Club Black Credit Card', 'Diners Club Rewardz Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['no minimum balance', 'fixed deposit', 'securities account']"
C12711,Female,40-49,43,Ugandan,Silver,9,Kira Town,Wakiso,0,0,Married,2,Lawyer,Private Practice,1,0,1,1,1,0,1917723,646,9,1,21,12,24,2,Bills,Utilities,Hobby,18,9,9,95605,35274,21838,69,482606,491854,499623,684209,10,16,7,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['furniture loan', 'car loan', 'health loan']",['medical insurance'],"['salary account', 'securities account']"
C12712,Male,>60,86,Ugandan,Gold,9,Lira,Lira,0,0,Married,0,Lawyer,Partner,0,0,1,0,1,1,4059373,658,1,3,30,24,3,21,Entertainment,Travel,Hobby,21,12,9,363118,356684,334064,82,192412,762961,1309943,1475045,6,14,8,"['Emirates BankBuddy Bank Select Titanium', 'Costco BankBuddy Credit Card', 'Walmart BankBuddy Signature', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['home loan', 'health loan']","['retirement insurance', 'health insurance']","['savings account', 'no minimum balance']"
C12713,Female,50-59,59,Ugandan,Silver,10,Mukono Town,Mukono,0,0,Widowed,0,Lawyer,Partner,0,0,1,0,1,0,1072249,768,3,1,30,27,1,2,Entertainment,Hobby,Groceries,15,15,9,86500,41307,28943,64,309326,341750,14129,127263,8,18,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['home loan', 'car loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['term account', 'fixed deposit', 'securities account']"
C12714,Male,>60,60,Ugandan,Wealth,9,Masindi,Masindi,1,0,Divorced,2,Lawyer,Self Employed,1,1,1,0,0,0,2682885,708,27,30,1,21,3,2,International Airlines,Entertainment,Golf,24,9,9,134603,83235,41964,84,1257808,1358227,363026,759242,8,19,8,"['Diners Club Premium Credit Card', 'Diners Club Rewardz Credit Card', 'Diners ClubMiles Credit Card']",['home loan'],['senior health insurance'],"['no minimum balance', 'fixed deposit']"
C12715,Male,<20,18,Ugandan,Private,9,Kampala,Kampala,0,0,Single,0,Lawyer,Law Student,1,0,1,1,1,0,971236,833,18,3,39,42,24,3,Hobby,Travel,Home,36,21,9,506472,442187,300842,129,984498,1102200,876529,1056547,9,13,13,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Superia Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Select Titanium']","['laptop loan', 'student loan']",['education insurance'],['savings account']
C12716,Male,>60,74,Ugandan,Gold,7,Lugazi,Buikwe,0,1,Divorced,1,Lawyer,Judge,0,0,0,1,1,0,2694008,843,2,3,27,3,9,1,Uber,International Airlines,Groceries,27,9,6,192501,96691,62124,45,1354131,1485971,613211,1111006,8,11,4,"['Emirates BankBuddy Bank Select Titanium', 'Emirates BankBuddy Bank Platinum', 'Uber BankBuddy Credit Card']","['home loan', 'health loan']","['retirement insurance', 'health insurance']","['savings account', 'no minimum balance']"
